 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201102.05 | 2011/02/10 08:09 | 290 | 036 | 308 | 272 | 1864 | 0162 | 1539 | 1967
 C201102.06 | 2011/02/11 08:49 | 267 | 010 | 272 | 262 | 0209 | 0015 | 0204 | 0239
 C201102.07 | 2011/02/12 06:09 | 269 | 018 | 278 | 260 | 0271 | 0050 | 0203 | 0361
 C201102.08 | 2011/02/14 00:49 | 264 | 044 | 286 | 242 | 0367 | 0011 | 0340 | 0393
 C201102.09 | 2011/02/14 23:29 | 266 | 092 | 312 | 220 | 0600 | 0126 | 0365 | 0863
 C201102.10 | 2011/02/16 09:29 | 284 | 072 | 320 | 248 | 0431 | 0075 | 0292 | 0571
 C201102.11 | 2011/02/16 23:29 | 284 | 016 | 292 | 276 | 0397 | 0028 | 0350 | 0454
 C201102.12 | 2011/02/17 11:29 | 261 | 030 | 276 | 246 | 0347 | 0112 | 0295 | 0590
 C201102.13 | 2011/02/17 11:29 | 304 | 024 | 316 | 292 | 0482 | 0035 | 0416 | 0544
 C201102.14 | 2011/02/18 01:29 | 284 | 012 | 290 | 278 | 0347 | 0020 | 0327 | 0376
 C201102.15 | 2011/02/19 16:09 | 271 | 018 | 280 | 262 | 0300 | 0064 | 0205 | 0384
 C201102.16 | 2011/02/20 06:49 | 265 | 014 | 272 | 258 | 0292 | 0034 | 0262 | 0350
 C201102.17 | 2011/02/24 11:29 | 238 | 028 | 252 | 224 | 0536 | 0164 | 0264 | 0843
 C201102.18 | 2011/02/26 05:29 | 273 | 050 | 298 | 248 | 0354 | 0099 | 0181 | 0454
 C201102.19 | 2011/02/26 05:29 | 299 | 018 | 308 | 290 | 0312 | 0068 | 0242 | 0431
 C201102.20 | 2011/02/27 06:49 | 277 | 026 | 290 | 264 | 0270 | 0021 | 0256 | 0319
 C201102.21 | 2011/02/27 18:49 | 251 | 034 | 268 | 234 | 1770 | 0733 | 0141 | 1967
 C201103.01 | 2011/03/02 00:09 | 253 | 030 | 268 | 238 | 1864 | 0140 | 1539 | 1967
 C201103.02 | 2011/03/03 10:49 | 248 | 052 | 274 | 222 | 0478 | 0053 | 0372 | 0590
 C201103.03 | 2011/03/04 04:49 | 275 | 082 | 316 | 234 | 0334 | 0037 | 0274 | 0437
 C201103.04 | 2011/03/05 17:29 | 280 | 016 | 288 | 272 | 0363 | 0019 | 0350 | 0407
 C201103.05 | 2011/03/06 17:29 | 274 | 032 | 290 | 258 | 1362 | 0661 | 0330 | 1967
 C201103.06 | 2011/03/07 18:09 | 274 | 104 | 326 | 222 | 0681 | 0127 | 0402 | 0983
 C201103.07 | 2011/03/10 09:29 | 267 | 018 | 276 | 258 | 0480 | 0283 | 0361 | 1011
 C201103.08 | 2011/03/11 22:49 | 285 | 042 | 306 | 264 | 0359 | 0035 | 0316 | 0442
 C201103.09 | 2011/03/13 07:29 | 267 | 070 | 302 | 232 | 1916 | 0057 | 1770 | 1967
 C201103.10 | 2011/03/13 22:09 | 250 | 044 | 272 | 228 | 1416 | 0097 | 1311 | 1609
 C201103.11 | 2011/03/14 10:49 | 290 | 060 | 320 | 260 | 0442 | 0014 | 0421 | 0472
 C201103.12 | 2011/03/17 00:49 | 283 | 070 | 318 | 248 | 0416 | 0078 | 0297 | 0571
 C201103.13 | 2011/03/17 18:09 | 256 | 016 | 264 | 248 | 0437 | 0037 | 0361 | 0459
 C201103.14 | 2011/03/19 17:29 | 273 | 078 | 312 | 234 | 1609 | 0756 | 0437 | 1967
 C201103.15 | 2011/03/21 07:29 | 290 | 048 | 314 | 266 | 0393 | 0089 | 0228 | 0536
 C201103.16 | 2011/03/21 23:29 | 258 | 072 | 294 | 222 | 1864 | 0133 | 1539 | 1967
 C201103.17 | 2011/03/22 07:29 | 257 | 038 | 276 | 238 | 1686 | 0043 | 1609 | 1770
 C201103.18 | 2011/03/22 13:29 | 268 | 020 | 278 | 258 | 0408 | 0072 | 0340 | 0580
 C201103.19 | 2011/03/23 10:09 | 265 | 086 | 308 | 222 | 1770 | 0816 | 0283 | 1967
 C201103.20 | 2011/03/25 16:49 | 261 | 066 | 294 | 228 | 0370 | 0044 | 0327 | 0513
 C201103.21 | 2011/03/27 05:29 | 262 | 080 | 302 | 222 | 1864 | 0138 | 1539 | 1967
 C201103.22 | 2011/03/28 10:49 | 247 | 046 | 270 | 224 | 1864 | 0081 | 1686 | 1967
 C201103.23 | 2011/03/29 23:29 | 269 | 094 | 316 | 222 | 0694 | 0102 | 0431 | 0932
 C201103.24 | 2011/03/30 11:29 | 249 | 038 | 268 | 230 | 1864 | 0095 | 1686 | 1967
 C201103.25 | 2011/03/30 19:29 | 246 | 040 | 266 | 226 | 1864 | 0085 | 1686 | 1967
 C201104.01 | 2011/04/01 00:49 | 284 | 016 | 292 | 276 | 0237 | 0016 | 0219 | 0268
 C201104.02 | 2011/04/01 06:49 | 230 | 016 | 238 | 222 | 0321 | 0026 | 0276 | 0368
 C201104.03 | 2011/04/02 08:09 | 230 | 012 | 236 | 224 | 0384 | 0679 | 0208 | 1967
 C201104.04 | 2011/04/02 18:49 | 290 | 040 | 310 | 270 | 1967 | 0088 | 1770 | 1967
 C201104.05 | 2011/04/03 07:29 | 251 | 062 | 282 | 220 | 0553 | 0031 | 0505 | 0621
 C201104.06 | 2011/04/04 05:29 | 263 | 078 | 302 | 224 | 0694 | 0193 | 0402 | 1073
 C201104.07 | 2011/04/04 16:09 | 280 | 032 | 296 | 264 | 0288 | 0062 | 0251 | 0454
 C201104.08 | 2011/04/06 02:49 | 286 | 024 | 298 | 274 | 0277 | 0013 | 0249 | 0295
 C201104.09 | 2011/04/07 12:09 | 265 | 082 | 306 | 224 | 0445 | 0040 | 0365 | 0553
 C201104.10 | 2011/04/09 05:29 | 276 | 052 | 302 | 250 | 0448 | 0085 | 0302 | 0610
 C201104.11 | 2011/04/11 23:29 | 260 | 068 | 294 | 226 | 1686 | 0860 | 0224 | 1967
 C201104.12 | 2011/04/12 08:49 | 284 | 044 | 306 | 262 | 0262 | 0030 | 0192 | 0313
 C201104.13 | 2011/04/13 19:29 | 248 | 036 | 266 | 230 | 1864 | 0084 | 1770 | 1967
 C201104.14 | 2011/04/14 18:49 | 291 | 010 | 296 | 286 | 0405 | 0004 | 0397 | 0407
 C201104.15 | 2011/04/15 05:29 | 270 | 032 | 286 | 254 | 0445 | 0048 | 0343 | 0505
 C201104.16 | 2011/04/16 06:49 | 280 | 048 | 304 | 256 | 1864 | 0127 | 1539 | 1967
 C201104.17 | 2011/04/17 13:29 | 303 | 038 | 322 | 284 | 0330 | 0034 | 0264 | 0407
 C201104.18 | 2011/04/18 06:09 | 283 | 030 | 298 | 268 | 1817 | 0113 | 1609 | 1967
 C201104.19 | 2011/04/18 20:09 | 274 | 060 | 304 | 244 | 1864 | 0071 | 1770 | 1967
 C201104.20 | 2011/04/19 11:29 | 281 | 046 | 304 | 258 | 1864 | 0108 | 1539 | 1967
 C201104.21 | 2011/04/20 04:09 | 293 | 042 | 314 | 272 | 0722 | 0146 | 0437 | 0983
 C201104.22 | 2011/04/22 22:09 | 264 | 084 | 306 | 222 | 1864 | 0077 | 1770 | 1967
 C201104.23 | 2011/04/26 06:49 | 253 | 054 | 280 | 226 | 1967 | 0067 | 1864 | 1967
 C201104.24 | 2011/04/27 05:29 | 279 | 090 | 324 | 234 | 1864 | 0121 | 1539 | 1967
 C201104.25 | 2011/04/28 22:49 | 294 | 012 | 300 | 288 | 0513 | 0011 | 0498 | 0528
 C201105.01 | 2011/04/30 19:29 | 253 | 038 | 272 | 234 | 1864 | 0068 | 1770 | 1967
 C201105.02 | 2011/05/01 14:09 | 252 | 024 | 264 | 240 | 1864 | 0096 | 1686 | 1967
 C201105.03 | 2011/05/01 20:09 | 276 | 080 | 316 | 236 | 0305 | 0048 | 0274 | 0421
 C201105.04 | 2011/05/02 06:09 | 287 | 022 | 298 | 276 | 1967 | 0085 | 1770 | 1967
 C201105.05 | 2011/05/02 19:29 | 261 | 082 | 302 | 220 | 1702 | 0824 | 0276 | 1967
 C201105.06 | 2011/05/03 21:29 | 271 | 070 | 306 | 236 | 1864 | 0081 | 1686 | 1967
 C201105.07 | 2011/05/04 23:29 | 287 | 058 | 316 | 258 | 0426 | 0069 | 0313 | 0544
 C201105.08 | 2011/05/06 14:49 | 265 | 082 | 306 | 224 | 1864 | 0114 | 1539 | 1967
 C201105.09 | 2011/05/06 22:49 | 281 | 030 | 296 | 266 | 1686 | 0126 | 1609 | 1967
 C201105.10 | 2011/05/07 12:09 | 252 | 064 | 284 | 220 | 1770 | 0095 | 1686 | 1967
 C201105.11 | 2011/05/08 08:49 | 244 | 044 | 266 | 222 | 1770 | 0115 | 1686 | 1967
 C201105.12 | 2011/05/09 22:49 | 282 | 100 | 332 | 232 | 0932 | 0189 | 0571 | 1221
 C201105.13 | 2011/05/11 08:49 | 283 | 058 | 312 | 254 | 0253 | 0049 | 0190 | 0357
 C201105.14 | 2011/05/13 05:29 | 281 | 018 | 290 | 272 | 1690 | 0176 | 1416 | 1967
 C201105.15 | 2011/05/13 14:09 | 296 | 044 | 318 | 274 | 0283 | 0977 | 0231 | 1967
 C201105.16 | 2011/05/13 21:29 | 272 | 044 | 294 | 250 | 1770 | 0785 | 0290 | 1967
 C201105.17 | 2011/05/16 06:49 | 281 | 022 | 292 | 270 | 0842 | 0544 | 0290 | 1539
 C201105.18 | 2011/05/17 00:09 | 262 | 072 | 298 | 226 | 1864 | 0137 | 1475 | 1967
 C201105.19 | 2011/05/17 12:49 | 293 | 050 | 318 | 268 | 1864 | 0129 | 1539 | 1967
 C201105.20 | 2011/05/17 17:29 | 250 | 032 | 266 | 234 | 1864 | 0082 | 1770 | 1967
 C201105.21 | 2011/05/18 22:09 | 266 | 032 | 282 | 250 | 0393 | 0053 | 0324 | 0478
 C201105.22 | 2011/05/19 09:29 | 288 | 072 | 324 | 252 | 0376 | 0031 | 0305 | 0442
 C201105.23 | 2011/05/21 13:29 | 265 | 082 | 306 | 224 | 1864 | 0129 | 1539 | 1967
 C201105.24 | 2011/05/21 20:09 | 253 | 014 | 260 | 246 | 1648 | 0257 | 1264 | 1967
 C201105.25 | 2011/05/24 01:29 | 246 | 012 | 252 | 240 | 0643 | 0037 | 0562 | 0668
 C201105.26 | 2011/05/24 11:29 | 252 | 016 | 260 | 244 | 0643 | 0069 | 0528 | 0769
 C201105.27 | 2011/05/24 20:09 | 271 | 010 | 276 | 266 | 0657 | 0086 | 0491 | 0708
 C201105.28 | 2011/05/25 15:29 | 281 | 030 | 296 | 266 | 0638 | 0170 | 0528 | 1011
 C201105.29 | 2011/05/26 00:49 | 301 | 010 | 306 | 296 | 0411 | 0015 | 0384 | 0426
 C201105.30 | 2011/05/28 00:49 | 272 | 056 | 300 | 244 | 0317 | 0051 | 0224 | 0421
 C201105.31 | 2011/05/29 14:49 | 266 | 096 | 314 | 218 | 0632 | 0148 | 0431 | 1073
 C201105.32 | 2011/05/31 02:49 | 260 | 068 | 294 | 226 | 1362 | 0700 | 0292 | 1770
 C201106.01 | 2011/05/31 06:09 | 248 | 028 | 262 | 234 | 1609 | 0136 | 1362 | 1770
 C201106.02 | 2011/06/01 12:09 | 265 | 046 | 288 | 242 | 0466 | 0028 | 0421 | 0513
 C201106.03 | 2011/06/01 22:49 | 272 | 068 | 306 | 238 | 0621 | 0030 | 0553 | 0655
 C201106.04 | 2011/06/02 09:29 | 271 | 090 | 316 | 226 | 0769 | 0159 | 0442 | 1011
 C201106.05 | 2011/06/04 01:29 | 254 | 040 | 274 | 234 | 0437 | 0002 | 0431 | 0442
 C201106.07 | 2011/06/05 13:29 | 281 | 010 | 286 | 276 | 0327 | 0025 | 0290 | 0357
 C201106.06 | 2011/06/05 13:29 | 299 | 054 | 326 | 272 | 0419 | 0086 | 0302 | 0610
 C201106.08 | 2011/06/07 08:49 | 269 | 102 | 320 | 218 | 0668 | 0122 | 0372 | 0957
 C201106.09 | 2011/06/08 00:09 | 254 | 024 | 266 | 242 | 0204 | 0017 | 0167 | 0236
 C201106.10 | 2011/06/10 16:49 | 266 | 040 | 286 | 246 | 0380 | 0168 | 0321 | 0694
 C201106.11 | 2011/06/12 01:29 | 310 | 028 | 324 | 296 | 0380 | 0022 | 0330 | 0393
 C201106.12 | 2011/06/14 12:49 | 269 | 102 | 320 | 218 | 0737 | 0086 | 0632 | 0957
 C201106.13 | 2011/06/15 15:29 | 279 | 014 | 286 | 272 | 1864 | 0076 | 1770 | 1967
 C201106.14 | 2011/06/19 00:49 | 320 | 012 | 326 | 314 | 0376 | 0003 | 0372 | 0380
 C201106.15 | 2011/06/19 20:49 | 269 | 050 | 294 | 244 | 0485 | 0018 | 0448 | 0513
 C201106.16 | 2011/06/21 03:29 | 285 | 082 | 326 | 244 | 0737 | 0188 | 0459 | 1142
 C201106.17 | 2011/06/22 02:09 | 312 | 012 | 318 | 306 | 0305 | 0012 | 0290 | 0327
 C201106.18 | 2011/06/23 19:29 | 269 | 066 | 302 | 236 | 0337 | 0037 | 0285 | 0421
 C201106.19 | 2011/06/24 00:49 | 289 | 034 | 306 | 272 | 0313 | 0020 | 0276 | 0343
 C201106.20 | 2011/06/25 14:49 | 255 | 030 | 270 | 240 | 1817 | 0118 | 1609 | 1967
 C201106.21 | 2011/06/28 09:29 | 241 | 010 | 246 | 236 | 0476 | 0042 | 0431 | 0562
 C201106.22 | 2011/06/29 08:09 | 236 | 012 | 242 | 230 | 0268 | 0006 | 0260 | 0278
 C201107.01 | 2011/06/30 19:29 | 270 | 028 | 284 | 256 | 1864 | 0079 | 1770 | 1967 (dup. C201106.23)
 C201106.23 | 2011/06/30 21:29 | 267 | 018 | 276 | 258 | 1864 | 0081 | 1770 | 1967 (dup. C201107.01)
 C201107.02 | 2011/07/01 16:49 | 277 | 086 | 320 | 234 | 0596 | 0868 | 0251 | 1967
 C201107.03 | 2011/07/02 10:49 | 251 | 042 | 272 | 230 | 1864 | 0150 | 1539 | 1967
 C201107.04 | 2011/07/02 18:49 | 302 | 012 | 308 | 296 | 1539 | 0829 | 0330 | 1967
 C201107.05 | 2011/07/03 12:49 | 253 | 046 | 276 | 230 | 1864 | 0136 | 1539 | 1967
 C201107.06 | 2011/07/03 18:09 | 283 | 018 | 292 | 274 | 0312 | 0981 | 0256 | 1864
 C201107.07 | 2011/07/04 16:49 | 259 | 038 | 278 | 240 | 1967 | 0080 | 1770 | 1967
 C201107.08 | 2011/07/06 15:29 | 290 | 024 | 302 | 278 | 0397 | 0137 | 0198 | 0610
 C201107.09 | 2011/07/07 20:49 | 277 | 062 | 308 | 246 | 0354 | 0071 | 0283 | 0536
 C201107.10 | 2011/07/09 02:09 | 273 | 082 | 314 | 232 | 0753 | 0070 | 0610 | 0885
 C201107.11 | 2011/07/10 04:09 | 293 | 022 | 304 | 282 | 1967 | 0084 | 1770 | 1967
 C201107.12 | 2011/07/10 06:49 | 254 | 040 | 274 | 234 | 1864 | 0146 | 1539 | 1967
 C201107.13 | 2011/07/10 20:49 | 322 | 028 | 336 | 308 | 0405 | 0024 | 0368 | 0466
 C201107.14 | 2011/07/11 16:09 | 264 | 036 | 282 | 246 | 0407 | 0051 | 0354 | 0505
 C201107.15 | 2011/07/12 12:09 | 264 | 036 | 282 | 246 | 1416 | 0047 | 1311 | 1475
 C201107.16 | 2011/07/13 13:29 | 253 | 050 | 278 | 228 | 1967 | 0080 | 1770 | 1967
 C201107.17 | 2011/07/15 00:49 | 260 | 064 | 292 | 228 | 1864 | 0164 | 1539 | 1967
 C201107.18 | 2011/07/15 05:29 | 248 | 012 | 254 | 242 | 0402 | 0016 | 0376 | 0426
 C201107.19 | 2011/07/16 01:29 | 264 | 056 | 292 | 236 | 1770 | 0566 | 0384 | 1967
 C201107.20 | 2011/07/22 04:49 | 278 | 100 | 328 | 228 | 1891 | 0153 | 1475 | 2176
 C201107.21 | 2011/07/22 16:49 | 268 | 064 | 300 | 236 | 1648 | 0082 | 1521 | 1770
 C201107.22 | 2011/07/25 09:29 | 285 | 070 | 320 | 250 | 0264 | 0937 | 0196 | 1967
 C201107.23 | 2011/07/26 23:29 | 245 | 014 | 252 | 238 | 1827 | 0197 | 1539 | 1967
 C201107.24 | 2011/07/27 10:09 | 304 | 056 | 332 | 276 | 0580 | 0013 | 0544 | 0590
 C201107.25 | 2011/07/29 16:09 | 245 | 018 | 254 | 236 | 1539 | 0101 | 1416 | 1686
 C201107.26 | 2011/07/30 06:49 | 294 | 036 | 312 | 276 | 0365 | 0057 | 0350 | 0505
 C201108.01 | 2011/07/31 22:09 | 290 | 036 | 308 | 272 | 1258 | 0702 | 0242 | 1770
 C201108.02 | 2011/08/01 07:29 | 284 | 012 | 290 | 278 | 1362 | 0205 | 1264 | 1770
 C201108.03 | 2011/08/02 07:29 | 277 | 090 | 322 | 232 | 0632 | 0075 | 0485 | 0804
 C201108.04 | 2011/08/03 01:29 | 305 | 026 | 318 | 292 | 1574 | 0133 | 1362 | 1770
 C201108.05 | 2011/08/03 15:29 | 281 | 074 | 318 | 244 | 0885 | 0200 | 0442 | 1106
 C201108.06 | 2011/08/04 05:29 | 280 | 084 | 322 | 238 | 1180 | 0308 | 0466 | 1609
 C201108.07 | 2011/08/06 10:49 | 287 | 030 | 302 | 272 | 1864 | 0071 | 1770 | 1967
 C201108.08 | 2011/08/07 10:49 | 289 | 030 | 304 | 274 | 1180 | 0081 | 1106 | 1362
 C201108.09 | 2011/08/07 22:49 | 276 | 024 | 288 | 264 | 0327 | 0019 | 0283 | 0350
 C201108.10 | 2011/08/09 10:49 | 283 | 090 | 328 | 238 | 1142 | 0254 | 0769 | 1686
 C201108.11 | 2011/08/09 18:49 | 293 | 010 | 298 | 288 | 0251 | 0003 | 0249 | 0256
 C201108.12 | 2011/08/10 10:49 | 284 | 044 | 306 | 262 | 1311 | 0517 | 0239 | 1967
 C201108.13 | 2011/08/10 22:09 | 287 | 030 | 302 | 272 | 1389 | 0177 | 1311 | 1686
 C201108.14 | 2011/08/11 04:49 | 244 | 020 | 254 | 234 | 1609 | 0115 | 1475 | 1770
 C201108.15 | 2011/08/11 16:09 | 270 | 084 | 312 | 228 | 1864 | 0160 | 1539 | 1967
 C201108.16 | 2011/08/12 15:29 | 305 | 066 | 338 | 272 | 0472 | 0015 | 0454 | 0505
 C201108.17 | 2011/08/15 04:09 | 293 | 030 | 308 | 278 | 1967 | 0067 | 1864 | 1967
 C201108.18 | 2011/08/16 18:09 | 327 | 026 | 340 | 314 | 0524 | 0052 | 0421 | 0571
 C201108.19 | 2011/08/17 04:49 | 266 | 072 | 302 | 230 | 1864 | 0074 | 1770 | 1967
 C201108.20 | 2011/08/21 01:29 | 258 | 040 | 278 | 238 | 1864 | 0074 | 1770 | 1967
 C201108.21 | 2011/08/23 00:49 | 283 | 098 | 332 | 234 | 1686 | 0132 | 1475 | 1967
 C201108.22 | 2011/08/23 11:29 | 295 | 050 | 320 | 270 | 1915 | 0060 | 1770 | 1967
 C201108.23 | 2011/08/24 07:29 | 273 | 034 | 290 | 256 | 0304 | 0723 | 0214 | 1770
 C201108.24 | 2011/08/24 20:49 | 282 | 084 | 324 | 240 | 1264 | 0422 | 0932 | 1967
 C201109.01 | 2011/09/01 14:09 | 307 | 030 | 322 | 292 | 0310 | 0037 | 0264 | 0402
 C201109.02 | 2011/09/02 14:49 | 273 | 058 | 302 | 244 | 0424 | 0962 | 0357 | 1967
 C201109.03 | 2011/09/06 06:09 | 288 | 072 | 324 | 252 | 0407 | 0835 | 0310 | 1967
 C201109.04 | 2011/09/07 01:29 | 285 | 090 | 330 | 240 | 0590 | 0084 | 0411 | 0722
 C201109.05 | 2011/09/08 02:09 | 277 | 094 | 324 | 230 | 1539 | 0746 | 0321 | 1967
 C201109.06 | 2011/09/08 13:29 | 242 | 040 | 262 | 222 | 0411 | 0029 | 0354 | 0466
 C201109.07 | 2011/09/09 16:09 | 290 | 064 | 322 | 258 | 1770 | 0836 | 0313 | 1967
 C201109.08 | 2011/09/10 07:29 | 314 | 048 | 338 | 290 | 0580 | 0073 | 0397 | 0655
 C201109.09 | 2011/09/10 14:49 | 261 | 058 | 290 | 232 | 0576 | 0121 | 0307 | 0753
 C201109.10 | 2011/09/14 04:49 | 288 | 068 | 322 | 254 | 0485 | 0030 | 0416 | 0536
 C201109.11 | 2011/09/15 04:49 | 270 | 048 | 294 | 246 | 0334 | 0067 | 0188 | 0454
 C201109.12 | 2011/09/17 08:49 | 306 | 028 | 320 | 292 | 0323 | 0010 | 0300 | 0340
 C201109.13 | 2011/09/19 10:09 | 311 | 022 | 322 | 300 | 0649 | 0032 | 0621 | 0722
 C201109.14 | 2011/09/19 10:49 | 270 | 052 | 296 | 244 | 0454 | 0079 | 0343 | 0655
 C201109.15 | 2011/09/20 14:09 | 262 | 012 | 268 | 256 | 1770 | 0640 | 0590 | 1967
 C201109.16 | 2011/09/21 14:09 | 279 | 046 | 302 | 256 | 1967 | 0066 | 1864 | 1967
 C201109.17 | 2011/09/22 12:09 | 281 | 118 | 340 | 222 | 1142 | 0393 | 0722 | 1967
 C201109.18 | 2011/09/24 01:29 | 288 | 080 | 328 | 248 | 0655 | 0107 | 0442 | 0863
 C201109.19 | 2011/09/24 13:29 | 275 | 106 | 328 | 222 | 1180 | 0149 | 0932 | 1475
 C201109.20 | 2011/09/25 08:09 | 254 | 052 | 280 | 228 | 0957 | 0057 | 0823 | 1106
 C201109.21 | 2011/09/25 18:49 | 262 | 032 | 278 | 246 | 0638 | 0111 | 0411 | 0787
 C201109.22 | 2011/09/27 16:09 | 263 | 050 | 288 | 238 | 1967 | 0182 | 1539 | 1967
 C201109.23 | 2011/09/28 11:29 | 280 | 072 | 316 | 244 | 1864 | 0140 | 1539 | 1967
 C201109.24 | 2011/09/28 18:09 | 252 | 040 | 272 | 232 | 1864 | 0166 | 1539 | 1967
 C201110.01 | 2011/10/01 05:29 | 258 | 064 | 290 | 226 | 1916 | 0155 | 1416 | 1967
 C201110.02 | 2011/10/01 15:29 | 275 | 066 | 308 | 242 | 0378 | 0041 | 0274 | 0472
 C201110.03 | 2011/10/01 23:29 | 282 | 108 | 336 | 228 | 0472 | 0146 | 0347 | 0708
 C201110.04 | 2011/10/02 16:49 | 271 | 010 | 276 | 266 | 0365 | 0022 | 0324 | 0389
 C201110.05 | 2011/10/03 08:49 | 266 | 028 | 280 | 252 | 0287 | 0014 | 0262 | 0313
 C201110.06 | 2011/10/04 02:49 | 272 | 084 | 314 | 230 | 1362 | 0650 | 0254 | 1967
 C201110.07 | 2011/10/04 18:49 | 313 | 042 | 334 | 292 | 0945 | 0109 | 0787 | 1142
 C201110.08 | 2011/10/06 01:29 | 248 | 052 | 274 | 222 | 0562 | 0029 | 0498 | 0621
 C201110.09 | 2011/10/06 12:09 | 272 | 068 | 306 | 238 | 0520 | 0867 | 0276 | 1967
 C201110.10 | 2011/10/07 04:49 | 261 | 026 | 274 | 248 | 1788 | 0206 | 1539 | 1967
 C201110.11 | 2011/10/13 03:29 | 273 | 078 | 312 | 234 | 1864 | 0183 | 1311 | 1967
 C201110.12 | 2011/10/13 10:09 | 299 | 010 | 304 | 294 | 0712 | 0115 | 0600 | 0932
 C201110.13 | 2011/10/15 13:29 | 281 | 074 | 318 | 244 | 1770 | 0063 | 1609 | 1770
 C201110.14 | 2011/10/19 11:29 | 258 | 040 | 278 | 238 | 1770 | 0143 | 1539 | 1967
 C201110.15 | 2011/10/20 09:29 | 271 | 038 | 290 | 252 | 0228 | 0075 | 0171 | 0380
 C201110.16 | 2011/10/22 05:29 | 281 | 118 | 340 | 222 | 0600 | 0220 | 0278 | 1264
 C201110.17 | 2011/10/22 11:30 | 305 | 062 | 336 | 274 | 0843 | 0052 | 0769 | 0957
 C201110.18 | 2011/10/22 13:30 | 247 | 014 | 254 | 240 | 0448 | 0073 | 0354 | 0562
 C201110.19 | 2011/10/24 11:30 | 257 | 070 | 292 | 222 | 1864 | 0157 | 1475 | 1967
 C201110.20 | 2011/10/25 00:10 | 278 | 048 | 302 | 254 | 0445 | 0770 | 0149 | 1967
 C201110.21 | 2011/10/25 19:30 | 275 | 082 | 316 | 234 | 0393 | 0076 | 0313 | 0787
 C201110.22 | 2011/10/26 01:30 | 249 | 010 | 254 | 244 | 0288 | 0019 | 0276 | 0327
 C201110.23 | 2011/10/27 04:50 | 278 | 064 | 310 | 246 | 0332 | 0049 | 0242 | 0426
 C201110.24 | 2011/10/27 15:30 | 292 | 080 | 332 | 252 | 0536 | 0050 | 0421 | 0668
 C201110.25 | 2011/10/28 00:10 | 303 | 010 | 308 | 298 | 0443 | 0064 | 0324 | 0466
 C201110.26 | 2011/10/29 00:50 | 272 | 080 | 312 | 232 | 1864 | 0872 | 0316 | 1967
 C201110.27 | 2011/10/31 10:10 | 254 | 032 | 270 | 238 | 1775 | 0167 | 1609 | 1967 (dup. C201111.01)
 C201111.01 | 2011/10/31 10:10 | 255 | 030 | 270 | 240 | 1827 | 0177 | 1609 | 1967 (dup. C201110.27)
 C201110.28 | 2011/10/31 18:10 | 285 | 054 | 312 | 258 | 1609 | 0221 | 1180 | 1967 (dup. C201111.02)
 C201111.02 | 2011/10/31 20:50 | 294 | 076 | 332 | 256 | 0478 | 0033 | 0402 | 0528 (dup. C201110.28)
 C201111.03 | 2011/11/02 00:50 | 261 | 034 | 278 | 244 | 1967 | 0068 | 1864 | 1967
 C201111.04 | 2011/11/03 04:50 | 304 | 056 | 332 | 276 | 0442 | 0033 | 0365 | 0505
 C201111.05 | 2011/11/04 08:10 | 297 | 054 | 324 | 270 | 1967 | 0183 | 1539 | 1967
 C201111.06 | 2011/11/05 12:10 | 304 | 048 | 328 | 280 | 0681 | 0685 | 0287 | 1967
 C201111.07 | 2011/11/07 01:30 | 273 | 026 | 286 | 260 | 1869 | 0286 | 1311 | 1967
 C201111.08 | 2011/11/07 22:50 | 267 | 062 | 298 | 236 | 1264 | 0105 | 1106 | 1362
 C201111.09 | 2011/11/09 14:10 | 279 | 110 | 334 | 224 | 0787 | 0174 | 0426 | 1041
 C201111.10 | 2011/11/09 18:50 | 284 | 012 | 290 | 278 | 0513 | 0071 | 0421 | 0632
 C201111.11 | 2011/11/13 01:30 | 265 | 082 | 306 | 224 | 0368 | 0034 | 0347 | 0448
 C201111.12 | 2011/11/15 01:30 | 254 | 064 | 286 | 222 | 0380 | 0053 | 0258 | 0478
 C201111.13 | 2011/11/17 04:10 | 262 | 028 | 276 | 248 | 0310 | 0047 | 0274 | 0421
 C201111.14 | 2011/11/18 02:10 | 280 | 088 | 324 | 236 | 0440 | 0144 | 0242 | 0708
 C201111.15 | 2011/11/22 10:50 | 278 | 064 | 310 | 246 | 0528 | 0047 | 0448 | 0632
 C201111.16 | 2011/11/23 06:50 | 310 | 036 | 328 | 292 | 0350 | 0020 | 0305 | 0380
 C201111.17 | 2011/11/26 08:10 | 282 | 084 | 324 | 240 | 0668 | 0043 | 0590 | 0769
 C201111.18 | 2011/11/27 02:50 | 277 | 030 | 292 | 262 | 1362 | 0695 | 0365 | 1967
 C201111.19 | 2011/11/27 14:10 | 279 | 014 | 286 | 272 | 0397 | 0036 | 0327 | 0402
 C201111.20 | 2011/11/28 12:10 | 282 | 092 | 328 | 236 | 0442 | 0046 | 0334 | 0536
 C201111.21 | 2011/11/29 03:30 | 289 | 054 | 316 | 262 | 0393 | 0085 | 0319 | 0632
 C201112.01 | 2011/12/01 00:10 | 283 | 082 | 324 | 242 | 0681 | 0096 | 0544 | 0885
 C201112.02 | 2011/12/09 05:29 | 245 | 050 | 270 | 220 | 0454 | 0064 | 0337 | 0580
