 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C200811.01 | 2008/11/02 12:09 | 268 | 044 | 290 | 246 | 0295 | 0748 | 0225 | 1967
 C200811.02 | 2008/11/03 08:09 | 268 | 068 | 302 | 234 | 0411 | 0776 | 0347 | 1967
 C200811.03 | 2008/11/04 02:09 | 271 | 054 | 298 | 244 | 0610 | 0883 | 0242 | 1967
 C200811.05 | 2008/11/05 01:29 | 257 | 018 | 266 | 248 | 1916 | 0051 | 1864 | 1967
 C200811.04 | 2008/11/05 01:29 | 277 | 014 | 284 | 270 | 1817 | 0119 | 1609 | 1967
 C200811.06 | 2008/11/10 20:09 | 247 | 046 | 270 | 224 | 1967 | 0087 | 1770 | 1967
 C200811.07 | 2008/11/12 05:29 | 266 | 020 | 276 | 256 | 0321 | 0005 | 0316 | 0334
 C200811.08 | 2008/11/14 22:09 | 280 | 012 | 286 | 274 | 1864 | 1052 | 0225 | 1967
 C200811.09 | 2008/11/15 06:09 | 277 | 034 | 294 | 260 | 1817 | 0814 | 0270 | 1967
 C200811.10 | 2008/11/15 12:09 | 248 | 032 | 264 | 232 | 1864 | 0205 | 1416 | 1967
 C200811.11 | 2008/11/22 00:09 | 248 | 036 | 266 | 230 | 1863 | 0089 | 1770 | 1967
 C200811.12 | 2008/11/22 09:29 | 252 | 028 | 266 | 238 | 1864 | 0152 | 1539 | 1967
 C200811.13 | 2008/11/25 03:29 | 269 | 050 | 294 | 244 | 1111 | 0630 | 0274 | 1967
 C200811.14 | 2008/11/25 13:29 | 285 | 010 | 290 | 280 | 0190 | 0013 | 0175 | 0213
 C200811.15 | 2008/11/25 22:09 | 255 | 014 | 262 | 248 | 1311 | 0114 | 1264 | 1539
 C200811.16 | 2008/11/27 15:29 | 292 | 032 | 308 | 276 | 1770 | 0106 | 1686 | 1967
 C200811.17 | 2008/11/29 17:29 | 269 | 022 | 280 | 258 | 0451 | 0928 | 0270 | 1967
 C200812.01 | 2008/12/11 22:49 | 263 | 062 | 294 | 232 | 1362 | 0052 | 1362 | 1475
 C200812.02 | 2008/12/12 13:29 | 271 | 062 | 302 | 240 | 0443 | 0033 | 0389 | 0505
 C200812.03 | 2008/12/13 06:09 | 251 | 058 | 280 | 222 | 1967 | 0102 | 1686 | 1967
 C200812.04 | 2008/12/26 18:09 | 283 | 030 | 298 | 268 | 1967 | 0070 | 1864 | 1967
 C200812.05 | 2008/12/29 11:29 | 272 | 028 | 286 | 258 | 0305 | 0057 | 0244 | 0402
 C200812.06 | 2008/12/31 16:49 | 256 | 036 | 274 | 238 | 1864 | 0073 | 1770 | 1967 (dup. C200901.01)
 C200901.01 | 2008/12/31 16:49 | 257 | 034 | 274 | 240 | 1864 | 0071 | 1770 | 1967 (dup. C200812.06)
 C200901.02 | 2009/01/01 10:49 | 279 | 050 | 304 | 254 | 1770 | 0108 | 1609 | 1967
 C200901.03 | 2009/01/04 18:09 | 272 | 068 | 306 | 238 | 1864 | 0080 | 1770 | 1967
 C200901.04 | 2009/01/06 05:29 | 262 | 068 | 296 | 228 | 1864 | 0137 | 1539 | 1967
 C200901.05 | 2009/01/09 08:49 | 268 | 012 | 274 | 262 | 1609 | 0598 | 0454 | 1967
 C200901.06 | 2009/01/09 09:29 | 246 | 020 | 256 | 236 | 0290 | 0033 | 0227 | 0337
 C200901.07 | 2009/01/10 06:09 | 275 | 022 | 286 | 264 | 0303 | 0073 | 0229 | 0448
 C200901.08 | 2009/01/10 20:49 | 261 | 018 | 270 | 252 | 0287 | 0012 | 0276 | 0319
 C200901.09 | 2009/01/13 11:29 | 258 | 044 | 280 | 236 | 0708 | 0668 | 0099 | 1864
 C200901.10 | 2009/01/14 00:09 | 244 | 044 | 266 | 222 | 1967 | 0086 | 1770 | 1967
 C200901.11 | 2009/01/14 06:49 | 247 | 050 | 272 | 222 | 1967 | 0083 | 1770 | 1967
 C200901.12 | 2009/01/15 12:09 | 253 | 062 | 284 | 222 | 1967 | 0076 | 1770 | 1967
 C200901.13 | 2009/01/18 06:09 | 249 | 034 | 266 | 232 | 1967 | 0172 | 1475 | 1967
 C200901.14 | 2009/01/19 18:09 | 245 | 046 | 268 | 222 | 1916 | 0060 | 1770 | 1967
 C200901.15 | 2009/01/22 06:09 | 259 | 074 | 296 | 222 | 0437 | 0778 | 0305 | 1967
 C200901.16 | 2009/01/23 05:29 | 269 | 058 | 298 | 240 | 1967 | 0138 | 1539 | 1967
 C200901.17 | 2009/01/24 04:09 | 252 | 060 | 282 | 222 | 1967 | 0077 | 1770 | 1967
 C200901.18 | 2009/01/26 02:49 | 286 | 044 | 308 | 264 | 1916 | 0068 | 1770 | 1967
 C200901.19 | 2009/01/27 11:29 | 273 | 010 | 278 | 268 | 0498 | 0128 | 0354 | 0722
 C200901.20 | 2009/01/28 08:49 | 257 | 066 | 290 | 224 | 1967 | 0074 | 1770 | 1967
 C200901.21 | 2009/01/29 00:09 | 262 | 064 | 294 | 230 | 1864 | 0078 | 1770 | 1967
 C200901.22 | 2009/01/31 00:09 | 264 | 052 | 290 | 238 | 0932 | 0733 | 0292 | 1967
 C200902.01 | 2009/02/03 20:49 | 241 | 042 | 262 | 220 | 1817 | 0130 | 1539 | 1967
 C200902.02 | 2009/02/04 05:29 | 240 | 040 | 260 | 220 | 1864 | 0129 | 1539 | 1967
 C200902.03 | 2009/02/04 20:09 | 241 | 042 | 262 | 220 | 1817 | 0124 | 1539 | 1967
 C200902.04 | 2009/02/06 02:09 | 251 | 034 | 268 | 234 | 1817 | 0127 | 1609 | 1967
 C200902.05 | 2009/02/12 22:09 | 269 | 030 | 284 | 254 | 1770 | 1014 | 0172 | 1967
 C200902.06 | 2009/02/13 22:09 | 263 | 014 | 270 | 256 | 0222 | 0004 | 0217 | 0231
 C200902.07 | 2009/02/19 08:49 | 289 | 046 | 312 | 266 | 0270 | 0021 | 0252 | 0327
 C200902.08 | 2009/02/21 04:49 | 268 | 068 | 302 | 234 | 0270 | 0037 | 0229 | 0347
 C200902.09 | 2009/02/24 18:49 | 274 | 016 | 282 | 266 | 0337 | 0714 | 0249 | 1770
 C200902.10 | 2009/02/28 01:29 | 278 | 016 | 286 | 270 | 0319 | 0010 | 0305 | 0337
 C200903.01 | 2009/03/02 07:29 | 268 | 096 | 316 | 220 | 1864 | 0119 | 1539 | 1967
 C200903.02 | 2009/03/03 10:49 | 261 | 062 | 292 | 230 | 1864 | 0080 | 1770 | 1967
 C200903.03 | 2009/03/05 07:29 | 281 | 022 | 292 | 270 | 1864 | 0106 | 1686 | 1967
 C200903.04 | 2009/03/06 20:49 | 261 | 054 | 288 | 234 | 1686 | 0395 | 0389 | 1967
 C200903.05 | 2009/03/08 06:09 | 268 | 044 | 290 | 246 | 0478 | 0927 | 0252 | 1967
 C200903.06 | 2009/03/09 02:09 | 280 | 016 | 288 | 272 | 1609 | 0179 | 1539 | 1967
 C200903.07 | 2009/03/09 08:49 | 251 | 026 | 264 | 238 | 1264 | 0656 | 0262 | 1539
 C200903.08 | 2009/03/10 20:09 | 257 | 074 | 294 | 220 | 1864 | 0111 | 1539 | 1967
 C200903.09 | 2009/03/12 13:29 | 252 | 024 | 264 | 240 | 1916 | 0079 | 1770 | 1967
 C200903.10 | 2009/03/12 22:49 | 246 | 048 | 270 | 222 | 1864 | 0094 | 1686 | 1967
 C200903.11 | 2009/03/13 04:09 | 249 | 042 | 270 | 228 | 1817 | 0124 | 1539 | 1967
 C200903.12 | 2009/03/14 16:09 | 251 | 038 | 270 | 232 | 1864 | 0087 | 1770 | 1967
 C200903.13 | 2009/03/19 05:29 | 282 | 084 | 324 | 240 | 1863 | 0110 | 1539 | 1967
 C200903.14 | 2009/03/19 17:29 | 262 | 084 | 304 | 220 | 1863 | 0117 | 1539 | 1967
 C200903.15 | 2009/03/24 22:49 | 263 | 054 | 290 | 236 | 1864 | 0081 | 1770 | 1967
 C200903.16 | 2009/03/30 10:49 | 281 | 010 | 286 | 276 | 0248 | 0020 | 0205 | 0260
 C200904.01 | 2009/04/02 00:09 | 262 | 048 | 286 | 238 | 1864 | 0077 | 1770 | 1967
 C200904.02 | 2009/04/08 18:09 | 299 | 042 | 320 | 278 | 1732 | 0220 | 1416 | 1967
 C200904.03 | 2009/04/09 04:09 | 289 | 022 | 300 | 278 | 1864 | 0129 | 1609 | 1967
 C200904.04 | 2009/04/10 06:09 | 273 | 042 | 294 | 252 | 1817 | 0987 | 0258 | 1967
 C200904.05 | 2009/04/11 16:49 | 255 | 050 | 280 | 230 | 1864 | 0124 | 1539 | 1967
 C200904.06 | 2009/04/14 00:09 | 259 | 070 | 294 | 224 | 1507 | 0128 | 1311 | 1609
 C200904.07 | 2009/04/15 05:29 | 271 | 078 | 310 | 232 | 1686 | 0964 | 0205 | 1967
 C200904.08 | 2009/04/20 02:09 | 281 | 010 | 286 | 276 | 0252 | 0014 | 0242 | 0278
 C200904.09 | 2009/04/21 10:49 | 263 | 086 | 306 | 220 | 1864 | 0125 | 1539 | 1967
 C200904.10 | 2009/04/21 20:09 | 249 | 026 | 262 | 236 | 1337 | 0084 | 1264 | 1539
 C200904.11 | 2009/04/22 14:49 | 288 | 028 | 302 | 274 | 1967 | 0066 | 1864 | 1967
 C200904.12 | 2009/04/22 22:49 | 247 | 054 | 274 | 220 | 1864 | 0089 | 1686 | 1967
 C200904.13 | 2009/04/23 01:29 | 298 | 040 | 318 | 278 | 1916 | 0075 | 1770 | 1967
 C200904.14 | 2009/04/23 22:09 | 266 | 028 | 280 | 252 | 0472 | 0946 | 0162 | 1864
 C200904.15 | 2009/04/25 18:49 | 267 | 026 | 280 | 254 | 0382 | 0032 | 0319 | 0421
 C200904.16 | 2009/04/29 00:49 | 251 | 054 | 278 | 224 | 1916 | 0108 | 1609 | 1967
 C200904.17 | 2009/04/30 10:09 | 260 | 040 | 280 | 240 | 1864 | 0081 | 1770 | 1967 (dup. C200905.01)
 C200905.01 | 2009/04/30 10:09 | 261 | 038 | 280 | 242 | 1864 | 0081 | 1770 | 1967 (dup. C200904.17)
 C200905.02 | 2009/04/30 19:29 | 275 | 090 | 320 | 230 | 1967 | 0077 | 1770 | 1967 (dup. C200904.18)
 C200904.18 | 2009/04/30 20:09 | 278 | 100 | 328 | 228 | 1967 | 0083 | 1770 | 1967 (dup. C200905.02)
 C200905.03 | 2009/05/02 02:49 | 269 | 058 | 298 | 240 | 1916 | 0051 | 1864 | 1967
 C200905.04 | 2009/05/09 04:09 | 271 | 022 | 282 | 260 | 0280 | 0033 | 0227 | 0302
 C200905.05 | 2009/05/09 14:49 | 271 | 046 | 294 | 248 | 0250 | 0038 | 0237 | 0340
 C200905.06 | 2009/05/10 06:09 | 249 | 042 | 270 | 228 | 1863 | 0100 | 1686 | 1967
 C200905.07 | 2009/05/11 19:29 | 249 | 050 | 274 | 224 | 1863 | 0078 | 1686 | 1967
 C200905.08 | 2009/05/13 08:49 | 272 | 028 | 286 | 258 | 0421 | 0120 | 0203 | 0485
 C200905.09 | 2009/05/21 06:49 | 262 | 072 | 298 | 226 | 1864 | 0152 | 1539 | 1967
 C200905.10 | 2009/05/24 16:49 | 258 | 040 | 278 | 238 | 1967 | 0097 | 1770 | 1967
 C200905.11 | 2009/05/28 01:29 | 259 | 022 | 270 | 248 | 0533 | 0074 | 0485 | 0681
 C200905.12 | 2009/05/30 05:29 | 268 | 048 | 292 | 244 | 0256 | 0014 | 0233 | 0292
 C200906.01 | 2009/06/03 08:49 | 271 | 034 | 288 | 254 | 0357 | 0075 | 0297 | 0553
 C200906.02 | 2009/06/05 12:09 | 251 | 046 | 274 | 228 | 1864 | 0114 | 1609 | 1967
 C200906.03 | 2009/06/06 22:09 | 259 | 014 | 266 | 252 | 0366 | 0921 | 0237 | 1967
 C200906.04 | 2009/06/07 10:09 | 301 | 046 | 324 | 278 | 1864 | 0078 | 1770 | 1967
 C200906.05 | 2009/06/07 13:29 | 251 | 042 | 272 | 230 | 1817 | 0145 | 1539 | 1967
 C200906.06 | 2009/06/07 15:29 | 301 | 042 | 322 | 280 | 1864 | 0075 | 1770 | 1967
 C200906.07 | 2009/06/08 23:29 | 247 | 054 | 274 | 220 | 1916 | 0070 | 1770 | 1967
 C200906.08 | 2009/06/11 03:29 | 298 | 036 | 316 | 280 | 1916 | 0063 | 1770 | 1967
 C200906.09 | 2009/06/12 11:29 | 241 | 022 | 252 | 230 | 1817 | 0154 | 1539 | 1967
 C200906.10 | 2009/06/14 00:09 | 286 | 020 | 296 | 276 | 0276 | 0024 | 0229 | 0300
 C200906.11 | 2009/06/15 01:29 | 262 | 048 | 286 | 238 | 1864 | 0066 | 1863 | 1967
 C200906.12 | 2009/06/15 22:09 | 265 | 026 | 278 | 252 | 1869 | 0942 | 0252 | 1967
 C200906.13 | 2009/06/16 16:49 | 282 | 036 | 300 | 264 | 0321 | 0059 | 0207 | 0426
 C200906.14 | 2009/06/19 22:49 | 282 | 072 | 318 | 246 | 1864 | 0129 | 1539 | 1967
 C200906.15 | 2009/06/21 05:29 | 256 | 036 | 274 | 238 | 1864 | 0187 | 1539 | 1967
 C200906.16 | 2009/06/21 08:09 | 301 | 042 | 322 | 280 | 1916 | 0067 | 1770 | 1967
 C200906.17 | 2009/06/23 17:29 | 265 | 038 | 284 | 246 | 0327 | 0041 | 0254 | 0393
 C200906.18 | 2009/06/24 00:49 | 281 | 022 | 292 | 270 | 0340 | 0029 | 0295 | 0384
 C200906.19 | 2009/06/25 12:49 | 251 | 050 | 276 | 226 | 1864 | 0075 | 1770 | 1967
 C200906.20 | 2009/06/25 17:29 | 301 | 042 | 322 | 280 | 1864 | 0075 | 1770 | 1967
 C200906.21 | 2009/06/28 06:09 | 264 | 024 | 276 | 252 | 0305 | 0011 | 0278 | 0313
 C200907.01 | 2009/07/01 10:49 | 253 | 054 | 280 | 226 | 1967 | 0187 | 1539 | 1967
 C200907.02 | 2009/07/01 18:49 | 292 | 036 | 310 | 274 | 1915 | 0052 | 1863 | 1967
 C200907.03 | 2009/07/03 06:09 | 270 | 032 | 286 | 254 | 0411 | 0794 | 0290 | 1967
 C200907.04 | 2009/07/05 12:49 | 276 | 012 | 282 | 270 | 0252 | 0010 | 0244 | 0274
 C200907.05 | 2009/07/06 19:29 | 277 | 046 | 300 | 254 | 0242 | 0029 | 0177 | 0297
 C200907.06 | 2009/07/10 01:29 | 273 | 010 | 278 | 268 | 0297 | 0012 | 0276 | 0305
 C200907.07 | 2009/07/10 20:49 | 272 | 068 | 306 | 238 | 1863 | 0172 | 1475 | 1967
 C200907.08 | 2009/07/14 01:29 | 260 | 032 | 276 | 244 | 1864 | 0409 | 0983 | 1967
 C200907.09 | 2009/07/14 13:29 | 255 | 042 | 276 | 234 | 1916 | 0068 | 1770 | 1967
 C200907.10 | 2009/07/15 18:49 | 273 | 054 | 300 | 246 | 0452 | 0976 | 0202 | 1967
 C200907.11 | 2009/07/17 08:09 | 308 | 056 | 336 | 280 | 1864 | 0137 | 1539 | 1967
 C200907.12 | 2009/07/17 10:49 | 258 | 028 | 272 | 244 | 1916 | 0234 | 1311 | 1967
 C200907.13 | 2009/07/25 00:49 | 259 | 042 | 280 | 238 | 1864 | 0136 | 1539 | 1967
 C200907.14 | 2009/07/25 21:29 | 276 | 080 | 316 | 236 | 1864 | 0146 | 1539 | 1967
 C200907.15 | 2009/07/27 16:49 | 252 | 060 | 282 | 222 | 1864 | 0139 | 1539 | 1967
 C200907.16 | 2009/07/31 19:29 | 298 | 024 | 310 | 286 | 1916 | 0067 | 1770 | 1967 (dup. C200908.01)
 C200908.01 | 2009/07/31 21:29 | 281 | 058 | 310 | 252 | 0368 | 0897 | 0234 | 1967 (dup. C200907.16)
 C200908.02 | 2009/08/01 23:29 | 264 | 020 | 274 | 254 | 1609 | 0223 | 1311 | 1967
 C200908.03 | 2009/08/03 12:09 | 275 | 010 | 280 | 270 | 0307 | 0018 | 0285 | 0334
 C200908.04 | 2009/08/04 05:29 | 307 | 046 | 330 | 284 | 1864 | 0147 | 1539 | 1967
 C200908.05 | 2009/08/05 02:49 | 274 | 072 | 310 | 238 | 1106 | 0637 | 0334 | 1967
 C200908.06 | 2009/08/06 00:49 | 267 | 042 | 288 | 246 | 0397 | 0063 | 0292 | 0520
 C200908.07 | 2009/08/10 22:09 | 262 | 048 | 286 | 238 | 1864 | 0160 | 1539 | 1967
 C200908.08 | 2009/08/11 07:29 | 255 | 050 | 280 | 230 | 1916 | 0149 | 1539 | 1967
 C200908.09 | 2009/08/15 08:09 | 285 | 046 | 308 | 262 | 1916 | 0891 | 0221 | 1967
 C200908.10 | 2009/08/24 06:09 | 255 | 014 | 262 | 248 | 1864 | 0080 | 1770 | 1967
 C200908.11 | 2009/08/26 02:49 | 276 | 036 | 294 | 258 | 0310 | 0029 | 0266 | 0365
 C200908.12 | 2009/08/26 18:09 | 270 | 012 | 276 | 264 | 0180 | 0080 | 0171 | 0340
 C200909.01 | 2009/08/31 03:29 | 264 | 052 | 290 | 238 | 1864 | 0185 | 1311 | 1967 (dup. C200908.13)
 C200908.13 | 2009/08/31 03:29 | 264 | 052 | 290 | 238 | 1864 | 0185 | 1311 | 1967 (dup. C200909.01)
 C200909.02 | 2009/09/02 08:49 | 285 | 010 | 290 | 280 | 1967 | 0065 | 1864 | 1967
 C200909.03 | 2009/09/03 13:29 | 274 | 068 | 308 | 240 | 1609 | 0904 | 0231 | 1967
 C200909.04 | 2009/09/05 09:29 | 264 | 036 | 282 | 246 | 1967 | 0192 | 1539 | 1967
 C200909.05 | 2009/09/09 20:09 | 265 | 014 | 272 | 258 | 0297 | 0012 | 0268 | 0307
 C200909.06 | 2009/09/10 15:29 | 266 | 012 | 272 | 260 | 0274 | 0008 | 0258 | 0285
 C200909.07 | 2009/09/15 16:09 | 262 | 028 | 276 | 248 | 1264 | 0460 | 1106 | 1967
 C200909.08 | 2009/09/22 03:29 | 267 | 046 | 290 | 244 | 0323 | 0052 | 0258 | 0426
 C200909.09 | 2009/09/22 13:29 | 275 | 014 | 282 | 268 | 0299 | 0013 | 0272 | 0310
 C200909.10 | 2009/09/23 03:29 | 269 | 026 | 282 | 256 | 0218 | 0018 | 0191 | 0256
 C200909.11 | 2009/09/24 14:09 | 265 | 022 | 276 | 254 | 0658 | 0562 | 0258 | 1539
 C200909.12 | 2009/09/26 18:09 | 276 | 044 | 298 | 254 | 1864 | 0323 | 0983 | 1967
 C200909.13 | 2009/09/27 05:29 | 306 | 016 | 314 | 298 | 1686 | 0180 | 1539 | 1967
 C200910.01 | 2009/10/02 02:09 | 268 | 024 | 280 | 256 | 0307 | 0907 | 0234 | 1967
 C200910.02 | 2009/10/05 00:09 | 266 | 020 | 276 | 256 | 0252 | 1103 | 0202 | 1967
 C200910.03 | 2009/10/05 16:49 | 255 | 018 | 264 | 246 | 1864 | 0077 | 1770 | 1967
 C200910.04 | 2009/10/07 10:09 | 255 | 062 | 286 | 224 | 1864 | 0166 | 1362 | 1967
 C200910.05 | 2009/10/10 20:09 | 249 | 046 | 272 | 226 | 1967 | 0067 | 1864 | 1967
 C200910.06 | 2009/10/12 14:09 | 291 | 058 | 320 | 262 | 1967 | 0176 | 1539 | 1967
 C200910.07 | 2009/10/16 08:09 | 295 | 034 | 312 | 278 | 1967 | 0171 | 1609 | 1967
 C200910.08 | 2009/10/17 12:09 | 281 | 114 | 338 | 224 | 1817 | 0139 | 1539 | 1967
 C200910.09 | 2009/10/17 19:29 | 261 | 034 | 278 | 244 | 1770 | 0147 | 1539 | 1967
 C200910.10 | 2009/10/18 03:29 | 265 | 062 | 296 | 234 | 0426 | 0064 | 0330 | 0571
 C200910.11 | 2009/10/25 06:49 | 296 | 036 | 314 | 278 | 1916 | 0185 | 1539 | 1967
 C200910.12 | 2009/10/27 18:49 | 274 | 020 | 284 | 264 | 0316 | 0019 | 0287 | 0347
 C200910.13 | 2009/10/28 23:29 | 264 | 028 | 278 | 250 | 1916 | 0064 | 1770 | 1967
 C200911.01 | 2009/10/31 09:29 | 270 | 060 | 300 | 240 | 0466 | 0079 | 0300 | 0600 (dup. C200910.14)
 C200910.14 | 2009/10/31 10:09 | 268 | 060 | 298 | 238 | 0466 | 0083 | 0316 | 0600 (dup. C200911.01)
 C200911.02 | 2009/11/01 16:09 | 289 | 018 | 298 | 280 | 1967 | 0183 | 1475 | 1967
 C200911.03 | 2009/11/02 12:09 | 263 | 082 | 304 | 222 | 1967 | 0126 | 1609 | 1967
 C200911.04 | 2009/11/04 17:29 | 247 | 046 | 270 | 224 | 1864 | 0157 | 1475 | 1967
 C200911.05 | 2009/11/08 02:49 | 276 | 028 | 290 | 262 | 1967 | 0069 | 1864 | 1967
 C200911.06 | 2009/11/17 12:09 | 259 | 026 | 272 | 246 | 1728 | 0197 | 1362 | 1967
 C200911.07 | 2009/11/21 12:49 | 269 | 058 | 298 | 240 | 0393 | 1047 | 0297 | 1967
 C200911.08 | 2009/11/24 22:09 | 251 | 034 | 268 | 234 | 1967 | 0173 | 1539 | 1967
 C200911.09 | 2009/11/26 06:09 | 264 | 012 | 270 | 258 | 0234 | 0027 | 0201 | 0276
 C200912.01 | 2009/11/30 13:29 | 273 | 014 | 280 | 266 | 0206 | 0064 | 0181 | 0354
 C200912.02 | 2009/12/01 00:09 | 241 | 046 | 264 | 218 | 1817 | 0140 | 1539 | 1967
 C200912.03 | 2009/12/04 21:29 | 265 | 046 | 288 | 242 | 0305 | 0006 | 0290 | 0316
 C200912.04 | 2009/12/06 03:29 | 301 | 042 | 322 | 280 | 1770 | 0143 | 1539 | 1967
 C200912.05 | 2009/12/07 02:09 | 262 | 032 | 278 | 246 | 0237 | 0039 | 0212 | 0305
 C200912.06 | 2009/12/08 12:09 | 252 | 040 | 272 | 232 | 1967 | 0207 | 1539 | 1967
 C200912.07 | 2009/12/10 01:29 | 244 | 052 | 270 | 218 | 1864 | 0127 | 1539 | 1967
 C200912.08 | 2009/12/11 03:29 | 254 | 032 | 270 | 238 | 1864 | 0082 | 1686 | 1967
 C200912.09 | 2009/12/12 10:09 | 291 | 034 | 308 | 274 | 1864 | 0115 | 1686 | 1967
 C200912.10 | 2009/12/16 08:49 | 276 | 056 | 304 | 248 | 0421 | 0055 | 0354 | 0536
 C200912.11 | 2009/12/22 04:49 | 262 | 028 | 276 | 248 | 0276 | 0033 | 0244 | 0365
 C200912.12 | 2009/12/27 03:29 | 283 | 038 | 302 | 264 | 1967 | 0179 | 1539 | 1967
 C200912.13 | 2009/12/27 12:49 | 269 | 010 | 274 | 264 | 0213 | 0007 | 0202 | 0224
 C200912.14 | 2009/12/29 06:09 | 283 | 026 | 296 | 270 | 0169 | 0015 | 0152 | 0204
 C200912.15 | 2009/12/30 19:29 | 267 | 026 | 280 | 254 | 0416 | 0815 | 0380 | 1967
 C201001.01 | 2009/12/31 15:29 | 263 | 022 | 274 | 252 | 0225 | 0045 | 0173 | 0313
 C201001.02 | 2010/01/01 21:29 | 280 | 060 | 310 | 250 | 0917 | 0817 | 0214 | 1967
 C201001.03 | 2010/01/10 02:09 | 249 | 018 | 258 | 240 | 1499 | 0794 | 0254 | 1967
 C201001.04 | 2010/01/22 22:09 | 258 | 020 | 268 | 248 | 0233 | 0007 | 0225 | 0247
 C201001.05 | 2010/01/23 22:09 | 242 | 044 | 264 | 220 | 1864 | 0130 | 1539 | 1967
 C201001.06 | 2010/01/25 06:09 | 247 | 022 | 258 | 236 | 1864 | 0076 | 1770 | 1967
 C201001.07 | 2010/01/25 12:09 | 283 | 030 | 298 | 268 | 1864 | 0075 | 1770 | 1967
 C201001.08 | 2010/01/26 18:09 | 259 | 062 | 290 | 228 | 1916 | 0051 | 1864 | 1967
 C201001.09 | 2010/01/28 10:09 | 249 | 026 | 262 | 236 | 1967 | 0085 | 1770 | 1967
 C201002.01 | 2010/01/31 06:49 | 261 | 010 | 266 | 256 | 0409 | 0027 | 0397 | 0466
 C201002.02 | 2010/02/01 22:49 | 248 | 052 | 274 | 222 | 0407 | 0036 | 0324 | 0472
 C201002.03 | 2010/02/03 20:09 | 254 | 040 | 274 | 234 | 0350 | 0043 | 0287 | 0426
 C201002.04 | 2010/02/05 22:09 | 266 | 088 | 310 | 222 | 1864 | 0091 | 1686 | 1967
 C201002.05 | 2010/02/06 17:29 | 271 | 066 | 304 | 238 | 1770 | 0906 | 0264 | 1967
 C201002.06 | 2010/02/07 05:29 | 257 | 070 | 292 | 222 | 0513 | 0036 | 0442 | 0590
 C201002.07 | 2010/02/07 12:09 | 247 | 014 | 254 | 240 | 0476 | 0089 | 0316 | 0580
 C201002.08 | 2010/02/08 12:49 | 268 | 052 | 294 | 242 | 0426 | 0828 | 0252 | 1967
 C201002.09 | 2010/02/10 21:29 | 244 | 032 | 260 | 228 | 0708 | 0294 | 0454 | 1180
 C201002.10 | 2010/02/11 02:09 | 293 | 018 | 302 | 284 | 1125 | 0058 | 1041 | 1221
 C201002.11 | 2010/02/12 14:49 | 276 | 064 | 308 | 244 | 0643 | 0048 | 0553 | 0722
 C201002.12 | 2010/02/13 04:09 | 277 | 046 | 300 | 254 | 0643 | 0104 | 0437 | 0787
 C201002.13 | 2010/02/13 16:09 | 265 | 014 | 272 | 258 | 0258 | 0015 | 0231 | 0287
 C201002.14 | 2010/02/14 04:49 | 275 | 074 | 312 | 238 | 0380 | 0023 | 0330 | 0431
 C201002.15 | 2010/02/16 00:49 | 266 | 016 | 274 | 258 | 0209 | 0009 | 0200 | 0225
 C201002.16 | 2010/02/16 11:29 | 258 | 028 | 272 | 244 | 0532 | 0071 | 0397 | 0643
 C201002.17 | 2010/02/17 02:09 | 261 | 078 | 300 | 222 | 1916 | 0062 | 1770 | 1967
 C201002.18 | 2010/02/19 17:29 | 281 | 018 | 290 | 272 | 1389 | 0097 | 1221 | 1539
 C201002.19 | 2010/02/20 12:49 | 263 | 010 | 268 | 258 | 0281 | 0014 | 0264 | 0300
 C201002.20 | 2010/02/21 23:29 | 283 | 014 | 290 | 276 | 0334 | 0013 | 0319 | 0357
 C201002.21 | 2010/02/22 22:09 | 267 | 010 | 272 | 262 | 0248 | 0015 | 0225 | 0268
 C201002.22 | 2010/02/23 06:49 | 255 | 058 | 284 | 226 | 1817 | 0114 | 1539 | 1967
 C201002.23 | 2010/02/25 09:29 | 242 | 040 | 262 | 222 | 1864 | 0087 | 1686 | 1967
 C201002.24 | 2010/02/25 12:09 | 285 | 030 | 300 | 270 | 1770 | 0128 | 1609 | 1967
 C201002.25 | 2010/02/28 13:29 | 250 | 016 | 258 | 242 | 0295 | 0028 | 0262 | 0343
 C201003.01 | 2010/03/01 08:09 | 249 | 058 | 278 | 220 | 0412 | 0043 | 0330 | 0520
 C201003.02 | 2010/03/05 07:29 | 262 | 012 | 268 | 256 | 0402 | 0046 | 0350 | 0491
 C201003.03 | 2010/03/06 10:49 | 284 | 064 | 316 | 252 | 0753 | 0179 | 0610 | 1221
 C201003.04 | 2010/03/06 14:09 | 232 | 012 | 238 | 226 | 0400 | 0010 | 0384 | 0416
 C201003.05 | 2010/03/09 00:09 | 280 | 064 | 312 | 248 | 1864 | 0082 | 1686 | 1967
 C201003.06 | 2010/03/09 15:29 | 258 | 076 | 296 | 220 | 1864 | 0078 | 1770 | 1967
 C201003.07 | 2010/03/12 16:09 | 294 | 016 | 302 | 286 | 0324 | 0036 | 0278 | 0393
 C201003.08 | 2010/03/13 19:29 | 271 | 070 | 306 | 236 | 0643 | 0231 | 0361 | 1073
 C201003.09 | 2010/03/14 06:09 | 281 | 046 | 304 | 258 | 0379 | 0051 | 0300 | 0459
 C201003.10 | 2010/03/15 12:49 | 287 | 010 | 292 | 282 | 0381 | 0042 | 0327 | 0437
