 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201209.02 | 2012/09/02 07:29 | 077 | 078 | 038 | 116 | 0466 | 0068 | 0337 | 0590
 C201209.03 | 2012/09/03 19:29 | 065 | 038 | 046 | 084 | 0509 | 0048 | 0411 | 0590
 C201209.04 | 2012/09/08 14:09 | 091 | 102 | 040 | 142 | 0431 | 0047 | 0365 | 0528
 C201209.05 | 2012/09/09 22:09 | 072 | 024 | 060 | 084 | 0454 | 0074 | 0347 | 0520
 C201209.06 | 2012/09/10 20:09 | 099 | 086 | 056 | 142 | 0544 | 0040 | 0448 | 0655
 C201209.07 | 2012/09/13 20:09 | 060 | 056 | 032 | 088 | 0368 | 0047 | 0268 | 0448
 C201209.08 | 2012/09/16 17:29 | 056 | 028 | 042 | 070 | 0297 | 0013 | 0281 | 0324
 C201209.09 | 2012/09/17 09:29 | 057 | 046 | 034 | 080 | 0326 | 0029 | 0276 | 0389
 C201209.10 | 2012/09/18 02:09 | 055 | 022 | 044 | 066 | 0380 | 0015 | 0365 | 0416
 C201209.11 | 2012/09/20 16:49 | 040 | 036 | 022 | 058 | 0378 | 0034 | 0305 | 0411
 C201209.12 | 2012/09/20 20:49 | 099 | 014 | 092 | 106 | 0269 | 0041 | 0244 | 0343
 C201209.13 | 2012/09/24 00:49 | 090 | 024 | 078 | 102 | 0217 | 0016 | 0191 | 0237
 C201209.14 | 2012/09/24 22:49 | 116 | 012 | 110 | 122 | 0368 | 0003 | 0361 | 0372
 C201209.15 | 2012/09/25 21:29 | 102 | 052 | 076 | 128 | 0316 | 0069 | 0153 | 0459
 C201209.16 | 2012/09/27 14:49 | 123 | 018 | 114 | 132 | 0669 | 0098 | 0600 | 0863
 C201209.17 | 2012/09/28 00:09 | 083 | 118 | 024 | 142 | 0761 | 0137 | 0491 | 1041
 C201209.18 | 2012/09/29 12:09 | 080 | 080 | 040 | 120 | 0505 | 0056 | 0402 | 0643
 C201210.01 | 2012/10/01 07:29 | 073 | 026 | 060 | 086 | 0276 | 0022 | 0251 | 0327
 C201210.02 | 2012/10/02 03:29 | 064 | 064 | 032 | 096 | 0324 | 0040 | 0244 | 0426
 C201210.03 | 2012/10/05 07:29 | 089 | 106 | 036 | 142 | 0668 | 0083 | 0472 | 0804
 C201210.04 | 2012/10/05 14:09 | 031 | 014 | 024 | 038 | 0359 | 0060 | 0278 | 0454
 C201210.05 | 2012/10/05 23:29 | 110 | 064 | 078 | 142 | 0482 | 0038 | 0376 | 0553
 C201210.06 | 2012/10/07 12:09 | 103 | 078 | 064 | 142 | 0681 | 0113 | 0454 | 0885
 C201210.07 | 2012/10/07 22:09 | 109 | 026 | 096 | 122 | 0632 | 0031 | 0562 | 0668
 C201210.08 | 2012/10/08 07:29 | 102 | 016 | 094 | 110 | 0562 | 0025 | 0528 | 0600
 C201210.09 | 2012/10/08 18:09 | 097 | 046 | 074 | 120 | 0243 | 0251 | 0181 | 0753
 C201210.10 | 2012/10/09 05:29 | 071 | 090 | 026 | 116 | 0466 | 0104 | 0313 | 0694
 C201210.11 | 2012/10/15 10:09 | 056 | 048 | 032 | 080 | 0334 | 0035 | 0252 | 0397
 C201210.12 | 2012/10/18 18:49 | 114 | 036 | 096 | 132 | 0437 | 0082 | 0380 | 0600
 C201210.13 | 2012/10/19 04:49 | 108 | 068 | 074 | 142 | 0472 | 0104 | 0278 | 0694
 C201210.14 | 2012/10/21 08:49 | 072 | 016 | 064 | 080 | 0229 | 0014 | 0209 | 0245
 C201210.15 | 2012/10/24 04:49 | 076 | 012 | 070 | 082 | 0245 | 0027 | 0205 | 0283
 C201210.16 | 2012/10/25 20:09 | 057 | 014 | 050 | 064 | 0264 | 0015 | 0237 | 0287
 C201210.17 | 2012/10/26 17:29 | 083 | 014 | 076 | 090 | 0267 | 0031 | 0240 | 0337
 C201210.18 | 2012/10/27 20:49 | 074 | 072 | 038 | 110 | 0389 | 0052 | 0302 | 0520
 C201210.19 | 2012/10/28 14:09 | 090 | 080 | 050 | 130 | 0376 | 0099 | 0177 | 0520
 C201210.20 | 2012/10/29 16:09 | 061 | 018 | 052 | 070 | 0287 | 0011 | 0276 | 0316
 C201211.01 | 2012/11/01 02:09 | 069 | 066 | 036 | 102 | 0352 | 0042 | 0305 | 0431
 C201211.02 | 2012/11/01 05:29 | 063 | 034 | 046 | 080 | 0256 | 0005 | 0247 | 0264
 C201211.03 | 2012/11/03 06:49 | 055 | 054 | 028 | 082 | 0431 | 0053 | 0319 | 0505
 C201211.04 | 2012/11/04 10:49 | 072 | 068 | 038 | 106 | 0459 | 0077 | 0310 | 0580
 C201211.05 | 2012/11/05 16:49 | 088 | 012 | 082 | 094 | 0287 | 0034 | 0281 | 0354
 C201211.06 | 2012/11/06 21:29 | 095 | 014 | 088 | 102 | 0327 | 0013 | 0319 | 0350
 C201211.07 | 2012/11/07 11:29 | 093 | 010 | 088 | 098 | 0317 | 0034 | 0244 | 0350
 C201211.08 | 2012/11/08 14:49 | 092 | 100 | 042 | 142 | 0520 | 0053 | 0407 | 0643
 C201211.09 | 2012/11/08 16:09 | 044 | 016 | 036 | 052 | 0343 | 0003 | 0337 | 0347
 C201211.10 | 2012/11/09 18:49 | 098 | 076 | 060 | 136 | 0448 | 0029 | 0389 | 0505
 C201211.11 | 2012/11/10 08:09 | 106 | 072 | 070 | 142 | 0643 | 0053 | 0520 | 0769
 C201211.12 | 2012/11/11 05:29 | 099 | 086 | 056 | 142 | 0585 | 0169 | 0278 | 1011
 C201211.13 | 2012/11/11 23:29 | 126 | 012 | 120 | 132 | 0520 | 0072 | 0478 | 0643
 C201211.14 | 2012/11/13 09:29 | 085 | 066 | 052 | 118 | 0382 | 0060 | 0251 | 0431
 C201211.15 | 2012/11/14 13:29 | 099 | 050 | 074 | 124 | 0312 | 0027 | 0258 | 0372
 C201211.16 | 2012/11/16 13:29 | 081 | 018 | 072 | 090 | 0295 | 0014 | 0268 | 0316
 C201211.17 | 2012/11/17 13:29 | 070 | 020 | 060 | 080 | 0319 | 0003 | 0316 | 0324
 C201211.18 | 2012/11/17 20:49 | 047 | 018 | 038 | 056 | 0218 | 0003 | 0212 | 0222
 C201211.19 | 2012/11/17 22:09 | 117 | 014 | 110 | 124 | 0437 | 0033 | 0368 | 0459
 C201211.20 | 2012/11/19 11:29 | 079 | 010 | 074 | 084 | 0290 | 0031 | 0244 | 0334
 C201211.21 | 2012/11/20 13:29 | 080 | 088 | 036 | 124 | 0528 | 0108 | 0334 | 0708
 C201211.22 | 2012/11/21 02:49 | 073 | 038 | 054 | 092 | 0491 | 0052 | 0384 | 0571
 C201211.23 | 2012/11/21 19:29 | 077 | 046 | 054 | 100 | 0442 | 0062 | 0305 | 0528
 C201211.24 | 2012/11/22 10:09 | 090 | 012 | 084 | 096 | 0302 | 0024 | 0290 | 0347
 C201211.25 | 2012/11/23 15:29 | 101 | 082 | 060 | 142 | 0621 | 0175 | 0202 | 0804
 C201211.26 | 2012/11/24 02:49 | 041 | 014 | 034 | 048 | 0513 | 0019 | 0498 | 0553
 C201211.27 | 2012/11/26 10:49 | 098 | 052 | 072 | 124 | 0324 | 0050 | 0217 | 0393
 C201211.28 | 2012/11/27 10:09 | 094 | 080 | 054 | 134 | 0393 | 0047 | 0272 | 0454
 C201211.29 | 2012/11/28 18:09 | 090 | 032 | 074 | 106 | 0372 | 0045 | 0278 | 0466
 C201211.30 | 2012/11/30 00:09 | 095 | 014 | 088 | 102 | 0440 | 0040 | 0372 | 0491
 C201212.01 | 2012/12/05 06:09 | 088 | 052 | 062 | 114 | 0305 | 0050 | 0208 | 0397
 C201212.02 | 2012/12/05 19:29 | 085 | 058 | 056 | 114 | 0320 | 0043 | 0212 | 0389
 C201212.03 | 2012/12/06 10:09 | 097 | 074 | 060 | 134 | 0437 | 0033 | 0376 | 0505
 C201212.04 | 2012/12/07 00:09 | 066 | 040 | 046 | 086 | 0295 | 0051 | 0268 | 0402
 C201212.05 | 2012/12/07 13:29 | 085 | 094 | 038 | 132 | 0590 | 0052 | 0459 | 0681
 C201212.06 | 2012/12/08 06:09 | 076 | 036 | 058 | 094 | 0402 | 0033 | 0321 | 0466
 C201212.07 | 2012/12/08 18:09 | 113 | 010 | 108 | 118 | 0241 | 0043 | 0218 | 0316
 C201212.08 | 2012/12/09 04:49 | 067 | 014 | 060 | 074 | 0437 | 0086 | 0368 | 0643
 C201212.09 | 2012/12/12 22:49 | 084 | 028 | 070 | 098 | 1864 | 0997 | 0276 | 1967
 C201212.10 | 2012/12/14 04:49 | 091 | 090 | 046 | 136 | 0778 | 0149 | 0505 | 1106
 C201212.11 | 2012/12/14 22:09 | 088 | 032 | 072 | 104 | 0384 | 0101 | 0154 | 0442
 C201212.12 | 2012/12/17 02:49 | 064 | 020 | 054 | 074 | 0270 | 0118 | 0202 | 0491
 C201212.13 | 2012/12/18 02:09 | 058 | 040 | 038 | 078 | 0472 | 0137 | 0242 | 0643
 C201212.14 | 2012/12/19 06:49 | 071 | 026 | 058 | 084 | 0252 | 0037 | 0195 | 0313
 C201212.15 | 2012/12/20 05:29 | 064 | 012 | 058 | 070 | 0258 | 0051 | 0237 | 0380
 C201212.16 | 2012/12/20 12:49 | 083 | 010 | 078 | 088 | 0271 | 0026 | 0237 | 0310
 C201212.17 | 2012/12/21 04:09 | 067 | 042 | 046 | 088 | 0384 | 0021 | 0347 | 0431
 C201212.18 | 2012/12/23 08:49 | 095 | 010 | 090 | 100 | 0320 | 0025 | 0305 | 0372
 C201212.19 | 2012/12/23 20:09 | 067 | 022 | 056 | 078 | 0212 | 0009 | 0190 | 0227
 C201212.20 | 2012/12/27 21:29 | 051 | 022 | 040 | 062 | 1864 | 0121 | 1686 | 1967
 C201301.01 | 2013/01/02 01:05 | 076 | 024 | 064 | 088 | 0296 | 0015 | 0271 | 0320
 C201301.02 | 2013/01/02 15:05 | 075 | 058 | 046 | 104 | 0384 | 0026 | 0318 | 0436
 C201301.03 | 2013/01/03 21:05 | 077 | 018 | 068 | 086 | 0294 | 0042 | 0232 | 0388
 C201301.04 | 2013/01/04 17:29 | 100 | 076 | 062 | 138 | 0426 | 0050 | 0334 | 0520
 C201301.05 | 2013/01/05 15:29 | 073 | 030 | 058 | 088 | 0277 | 0013 | 0247 | 0292
 C201301.06 | 2013/01/06 11:29 | 088 | 100 | 038 | 138 | 0397 | 0035 | 0330 | 0485
 C201301.07 | 2013/01/07 20:09 | 110 | 052 | 084 | 136 | 0313 | 0021 | 0260 | 0354
 C201301.08 | 2013/01/12 10:09 | 098 | 052 | 072 | 124 | 0218 | 0016 | 0183 | 0263
 C201301.09 | 2013/01/12 18:09 | 069 | 014 | 062 | 076 | 0205 | 0014 | 0189 | 0230
 C201301.10 | 2013/01/15 13:05 | 098 | 052 | 072 | 124 | 0363 | 0059 | 0240 | 0462
 C201301.11 | 2013/01/16 21:05 | 098 | 080 | 058 | 138 | 0638 | 0047 | 0502 | 0737
 C201301.12 | 2013/01/20 23:05 | 094 | 032 | 078 | 110 | 0302 | 0046 | 0210 | 0374
 C201301.13 | 2013/01/21 16:05 | 096 | 084 | 054 | 138 | 0484 | 0043 | 0414 | 0574
 C201301.14 | 2013/01/23 18:09 | 072 | 068 | 038 | 106 | 0383 | 0058 | 0264 | 0472
 C201301.15 | 2013/01/30 22:09 | 080 | 052 | 054 | 106 | 0357 | 0020 | 0313 | 0393
 C201301.16 | 2013/01/31 10:49 | 111 | 054 | 084 | 138 | 0460 | 0172 | 0214 | 1011 (dup. C201302.01)
 C201302.01 | 2013/01/31 11:29 | 112 | 056 | 084 | 140 | 0459 | 0135 | 0239 | 0610 (dup. C201301.16)
 C201302.02 | 2013/02/01 10:09 | 121 | 018 | 112 | 130 | 0421 | 0079 | 0307 | 0553
 C201302.03 | 2013/02/02 00:49 | 100 | 020 | 090 | 110 | 0380 | 0089 | 0222 | 0513
 C201302.04 | 2013/02/03 00:09 | 097 | 034 | 080 | 114 | 0334 | 0030 | 0266 | 0372
 C201302.05 | 2013/02/03 14:49 | 093 | 026 | 080 | 106 | 0337 | 0041 | 0258 | 0407
 C201302.06 | 2013/02/06 02:09 | 081 | 062 | 050 | 112 | 0495 | 0124 | 0321 | 0708
 C201302.07 | 2013/02/07 08:09 | 090 | 012 | 084 | 096 | 0316 | 0008 | 0300 | 0324
 C201302.09 | 2013/02/09 09:29 | 071 | 026 | 058 | 084 | 0290 | 0011 | 0262 | 0297
 C201302.08 | 2013/02/09 09:29 | 082 | 068 | 048 | 116 | 0498 | 0089 | 0287 | 0681
 C201302.10 | 2013/02/12 06:09 | 101 | 050 | 076 | 126 | 0344 | 0057 | 0225 | 0431
 C201302.11 | 2013/02/13 00:49 | 102 | 076 | 064 | 140 | 0536 | 0237 | 0347 | 1073
 C201302.12 | 2013/02/15 02:09 | 083 | 074 | 046 | 120 | 0580 | 0083 | 0442 | 0737
 C201302.13 | 2013/02/16 02:09 | 068 | 020 | 058 | 078 | 0214 | 0026 | 0198 | 0264
 C201302.14 | 2013/02/17 12:49 | 115 | 050 | 090 | 140 | 0393 | 0034 | 0319 | 0448
 C201302.15 | 2013/02/19 03:29 | 101 | 034 | 084 | 118 | 0469 | 0091 | 0272 | 0513
 C201302.16 | 2013/02/19 12:09 | 066 | 060 | 036 | 096 | 0340 | 0027 | 0270 | 0389
 C201302.17 | 2013/02/19 16:49 | 059 | 010 | 054 | 064 | 0350 | 0019 | 0321 | 0380
 C201302.18 | 2013/02/21 04:09 | 064 | 020 | 054 | 074 | 0354 | 0043 | 0274 | 0448
 C201302.19 | 2013/02/23 18:09 | 064 | 032 | 048 | 080 | 0334 | 1045 | 0249 | 1967
 C201302.20 | 2013/02/24 00:09 | 089 | 102 | 038 | 140 | 0590 | 0065 | 0466 | 0708
 C201302.21 | 2013/02/25 10:49 | 076 | 084 | 034 | 118 | 0590 | 0057 | 0498 | 0753
 C201302.22 | 2013/02/26 12:49 | 088 | 104 | 036 | 140 | 0932 | 0167 | 0708 | 1264
 C201302.23 | 2013/02/27 00:09 | 076 | 076 | 038 | 114 | 0357 | 0026 | 0302 | 0426
 C201302.24 | 2013/02/27 10:09 | 096 | 088 | 052 | 140 | 0520 | 0045 | 0411 | 0610
 C201303.01 | 2013/02/28 10:09 | 110 | 016 | 102 | 118 | 0384 | 0009 | 0376 | 0402
 C201303.02 | 2013/03/01 02:09 | 106 | 012 | 100 | 112 | 0454 | 0052 | 0354 | 0472
 C201303.03 | 2013/03/01 09:29 | 076 | 020 | 066 | 086 | 0330 | 0032 | 0276 | 0380
 C201303.04 | 2013/03/02 01:29 | 101 | 058 | 072 | 130 | 0411 | 0069 | 0281 | 0571
 C201303.05 | 2013/03/05 07:29 | 079 | 066 | 046 | 112 | 0610 | 0104 | 0402 | 0769
 C201303.06 | 2013/03/06 06:49 | 092 | 012 | 086 | 098 | 0321 | 0014 | 0310 | 0347
 C201303.07 | 2013/03/06 16:49 | 090 | 032 | 074 | 106 | 0233 | 0029 | 0210 | 0316
 C201303.08 | 2013/03/07 14:09 | 116 | 016 | 108 | 124 | 0361 | 0013 | 0334 | 0372
 C201303.09 | 2013/03/08 09:29 | 097 | 022 | 086 | 108 | 0269 | 0043 | 0186 | 0337
 C201303.10 | 2013/03/12 14:09 | 084 | 088 | 040 | 128 | 0643 | 0071 | 0421 | 0722
 C201303.11 | 2013/03/15 00:49 | 076 | 036 | 058 | 094 | 0389 | 0059 | 0254 | 0491
 C201303.12 | 2013/03/15 07:29 | 087 | 106 | 034 | 140 | 0737 | 0022 | 0681 | 0787
 C201303.13 | 2013/03/16 18:09 | 082 | 092 | 036 | 128 | 0426 | 0210 | 0270 | 0843
 C201303.14 | 2013/03/17 08:49 | 110 | 016 | 102 | 118 | 0295 | 0036 | 0233 | 0365
 C201303.15 | 2013/03/17 22:09 | 082 | 100 | 032 | 132 | 0478 | 0087 | 0283 | 0643
 C201303.16 | 2013/03/18 12:09 | 103 | 010 | 098 | 108 | 0342 | 0028 | 0313 | 0393
 C201303.17 | 2013/03/19 16:09 | 093 | 090 | 048 | 138 | 0407 | 0056 | 0307 | 0553
 C201303.18 | 2013/03/20 07:29 | 094 | 012 | 088 | 100 | 0343 | 0052 | 0313 | 0437
 C201303.19 | 2013/03/20 12:09 | 080 | 024 | 068 | 092 | 0354 | 0037 | 0321 | 0431
 C201303.20 | 2013/03/21 01:29 | 074 | 044 | 052 | 096 | 0254 | 0063 | 0214 | 0376
 C201303.21 | 2013/03/22 03:29 | 084 | 088 | 040 | 128 | 0571 | 0121 | 0380 | 0804
 C201303.22 | 2013/03/22 05:29 | 047 | 022 | 036 | 058 | 0833 | 0116 | 0610 | 0863
 C201303.23 | 2013/03/23 06:09 | 056 | 016 | 048 | 064 | 0393 | 0037 | 0330 | 0421
 C201303.24 | 2013/03/23 17:29 | 101 | 082 | 060 | 142 | 0429 | 0115 | 0274 | 0681
 C201303.25 | 2013/03/24 22:09 | 083 | 062 | 052 | 114 | 0376 | 0029 | 0327 | 0437
 C201303.26 | 2013/03/26 17:29 | 082 | 036 | 064 | 100 | 0305 | 0017 | 0274 | 0343
 C201303.27 | 2013/03/27 09:29 | 091 | 014 | 084 | 098 | 0228 | 0031 | 0198 | 0297
 C201303.28 | 2013/03/28 23:29 | 079 | 026 | 066 | 092 | 0306 | 0048 | 0254 | 0411
 C201304.01 | 2013/04/04 12:09 | 075 | 034 | 058 | 092 | 0524 | 0018 | 0491 | 0562
 C201304.02 | 2013/04/06 16:09 | 092 | 040 | 072 | 112 | 0347 | 0016 | 0305 | 0365
 C201304.03 | 2013/04/11 06:09 | 087 | 106 | 034 | 140 | 0668 | 0098 | 0466 | 0908
 C201304.04 | 2013/04/12 11:29 | 071 | 082 | 030 | 112 | 0434 | 0031 | 0376 | 0520
 C201304.05 | 2013/04/14 22:09 | 074 | 028 | 060 | 088 | 0488 | 0084 | 0416 | 0694
 C201304.06 | 2013/04/18 20:09 | 087 | 090 | 042 | 132 | 0421 | 0038 | 0327 | 0491
 C201304.07 | 2013/04/21 11:29 | 087 | 110 | 032 | 142 | 0610 | 0113 | 0454 | 0932
 C201304.08 | 2013/04/22 00:09 | 087 | 094 | 040 | 134 | 0478 | 0014 | 0448 | 0513
 C201304.09 | 2013/04/23 00:09 | 104 | 060 | 074 | 134 | 0372 | 0060 | 0292 | 0485
 C201304.10 | 2013/04/23 18:49 | 061 | 014 | 054 | 068 | 0358 | 0165 | 0300 | 0643
 C201304.11 | 2013/04/24 00:09 | 097 | 074 | 060 | 134 | 0376 | 0086 | 0285 | 0621
 C201304.12 | 2013/04/27 03:29 | 106 | 064 | 074 | 138 | 0354 | 0058 | 0272 | 0466
 C201304.13 | 2013/04/29 00:09 | 110 | 024 | 098 | 122 | 0544 | 0099 | 0330 | 0668
 C201305.01 | 2013/04/30 10:49 | 052 | 020 | 042 | 062 | 0643 | 0033 | 0590 | 0681 (dup. C201304.14)
 C201304.14 | 2013/04/30 11:29 | 052 | 024 | 040 | 064 | 0632 | 0032 | 0590 | 0681 (dup. C201305.01)
 C201305.02 | 2013/05/02 09:29 | 068 | 012 | 062 | 074 | 0295 | 0021 | 0254 | 0319
 C201305.03 | 2013/05/09 23:29 | 131 | 022 | 120 | 142 | 0874 | 0043 | 0787 | 0957
 C201305.04 | 2013/05/11 01:29 | 074 | 016 | 066 | 082 | 0210 | 0034 | 0171 | 0260
 C201305.05 | 2013/05/12 03:29 | 071 | 078 | 032 | 110 | 0553 | 0040 | 0448 | 0600
 C201305.06 | 2013/05/12 10:09 | 060 | 012 | 054 | 066 | 0411 | 0039 | 0337 | 0472
 C201305.07 | 2013/05/13 20:09 | 087 | 094 | 040 | 134 | 0745 | 0101 | 0528 | 0957
 C201305.08 | 2013/05/15 03:29 | 109 | 062 | 078 | 140 | 0590 | 0037 | 0498 | 0621
 C201305.09 | 2013/05/15 04:49 | 063 | 022 | 052 | 074 | 0562 | 0044 | 0528 | 0681
 C201305.10 | 2013/05/15 16:09 | 081 | 050 | 056 | 106 | 0326 | 0062 | 0245 | 0442
 C201305.11 | 2013/05/17 12:09 | 084 | 100 | 034 | 134 | 0459 | 0137 | 0313 | 0769
 C201305.12 | 2013/05/17 18:49 | 121 | 014 | 114 | 128 | 0264 | 0002 | 0262 | 0268
 C201305.13 | 2013/05/19 08:09 | 113 | 026 | 100 | 126 | 0271 | 0012 | 0249 | 0287
 C201305.14 | 2013/05/19 13:29 | 071 | 018 | 062 | 080 | 0342 | 0007 | 0330 | 0354
 C201305.15 | 2013/05/20 17:29 | 062 | 048 | 038 | 086 | 0357 | 0021 | 0300 | 0380
 C201305.16 | 2013/05/21 07:29 | 072 | 012 | 066 | 078 | 0368 | 0170 | 0313 | 0681
 C201305.17 | 2013/05/21 10:09 | 126 | 016 | 118 | 134 | 0402 | 0045 | 0361 | 0491
 C201305.18 | 2013/05/22 09:29 | 081 | 122 | 020 | 142 | 1142 | 0174 | 0708 | 1475
 C201305.19 | 2013/05/23 22:09 | 098 | 048 | 074 | 122 | 0454 | 0158 | 0376 | 0843
 C201305.20 | 2013/05/24 16:49 | 103 | 014 | 096 | 110 | 0363 | 0011 | 0350 | 0384
 C201305.21 | 2013/05/27 14:09 | 070 | 064 | 038 | 102 | 0305 | 0037 | 0252 | 0372
 C201305.22 | 2013/05/29 04:09 | 099 | 014 | 092 | 106 | 0258 | 0012 | 0229 | 0270
 C201306.01 | 2013/06/01 02:09 | 031 | 026 | 018 | 044 | 0520 | 0033 | 0459 | 0571
 C201306.02 | 2013/06/02 01:29 | 046 | 012 | 040 | 052 | 0376 | 0022 | 0347 | 0421
 C201306.03 | 2013/06/03 02:09 | 094 | 064 | 062 | 126 | 0281 | 0032 | 0213 | 0330
 C201306.04 | 2013/06/05 13:29 | 108 | 064 | 076 | 140 | 0442 | 0060 | 0324 | 0590
 C201306.05 | 2013/06/06 10:09 | 106 | 040 | 086 | 126 | 0451 | 0086 | 0258 | 0544
 C201306.06 | 2013/06/08 02:09 | 104 | 072 | 068 | 140 | 0536 | 0140 | 0340 | 0823
 C201306.07 | 2013/06/10 19:29 | 099 | 030 | 084 | 114 | 0368 | 0039 | 0295 | 0426
 C201306.08 | 2013/06/11 12:09 | 096 | 072 | 060 | 132 | 0562 | 0038 | 0498 | 0643
 C201306.09 | 2013/06/13 18:09 | 071 | 050 | 046 | 096 | 0442 | 0074 | 0295 | 0632
 C201306.10 | 2013/06/14 04:09 | 119 | 010 | 114 | 124 | 0263 | 0017 | 0251 | 0297
 C201306.11 | 2013/06/15 06:09 | 100 | 056 | 072 | 128 | 0290 | 0023 | 0262 | 0343
 C201306.12 | 2013/06/17 03:29 | 082 | 048 | 058 | 106 | 0308 | 0047 | 0192 | 0354
 C201306.13 | 2013/06/17 16:49 | 114 | 016 | 106 | 122 | 0231 | 0006 | 0224 | 0244
 C201306.14 | 2013/06/18 09:29 | 095 | 010 | 090 | 100 | 0323 | 0034 | 0287 | 0384
 C201306.15 | 2013/06/19 11:29 | 099 | 082 | 058 | 140 | 0352 | 0063 | 0262 | 0498
 C201306.16 | 2013/06/19 22:49 | 110 | 020 | 100 | 120 | 0327 | 0034 | 0262 | 0389
 C201306.17 | 2013/06/21 07:29 | 128 | 024 | 116 | 140 | 1362 | 0553 | 0562 | 1770
 C201306.18 | 2013/06/22 18:09 | 107 | 014 | 100 | 114 | 0400 | 0039 | 0327 | 0416
 C201306.19 | 2013/06/22 21:29 | 074 | 028 | 060 | 088 | 0307 | 0014 | 0281 | 0327
 C201306.20 | 2013/06/24 04:09 | 069 | 094 | 022 | 116 | 0329 | 0025 | 0295 | 0389
 C201306.21 | 2013/06/24 17:29 | 083 | 034 | 066 | 100 | 0274 | 0064 | 0179 | 0380
 C201306.22 | 2013/06/28 00:09 | 105 | 070 | 070 | 140 | 0823 | 0153 | 0536 | 1041
 C201306.23 | 2013/06/28 19:29 | 096 | 016 | 088 | 104 | 0368 | 0052 | 0272 | 0431
 C201306.24 | 2013/06/30 06:09 | 081 | 054 | 054 | 108 | 0264 | 0044 | 0191 | 0393
 C201307.01 | 2013/07/03 00:09 | 094 | 012 | 088 | 100 | 0251 | 0045 | 0228 | 0337
 C201307.02 | 2013/07/04 17:05 | 089 | 014 | 082 | 096 | 0317 | 0086 | 0280 | 0524
 C201307.03 | 2013/07/05 14:09 | 091 | 050 | 066 | 116 | 0520 | 0151 | 0194 | 0694
 C201307.04 | 2013/07/06 13:05 | 101 | 062 | 070 | 132 | 0421 | 0018 | 0380 | 0459
 C201307.05 | 2013/07/06 19:29 | 059 | 026 | 046 | 072 | 0463 | 0032 | 0448 | 0562
 C201307.06 | 2013/07/11 17:29 | 076 | 036 | 058 | 094 | 0242 | 0024 | 0227 | 0297
 C201307.07 | 2013/07/15 00:09 | 073 | 014 | 066 | 080 | 0278 | 0014 | 0262 | 0302
 C201307.08 | 2013/07/16 01:29 | 114 | 024 | 102 | 126 | 0281 | 0033 | 0237 | 0340
 C201307.09 | 2013/07/16 12:09 | 069 | 102 | 018 | 120 | 0385 | 0083 | 0256 | 0553
 C201307.10 | 2013/07/17 00:09 | 124 | 028 | 110 | 138 | 0478 | 0048 | 0411 | 0580
 C201307.11 | 2013/07/18 05:29 | 065 | 018 | 056 | 074 | 0389 | 0060 | 0297 | 0478
 C201307.12 | 2013/07/18 14:49 | 060 | 012 | 054 | 066 | 0393 | 0068 | 0327 | 0505
 C201307.13 | 2013/07/19 03:29 | 110 | 012 | 104 | 116 | 0264 | 0024 | 0229 | 0292
 C201307.14 | 2013/07/19 21:29 | 097 | 054 | 070 | 124 | 0268 | 0041 | 0172 | 0343
 C201307.15 | 2013/07/20 18:49 | 069 | 022 | 058 | 080 | 0256 | 0052 | 0192 | 0368
 C201307.16 | 2013/07/22 09:29 | 077 | 122 | 016 | 138 | 0532 | 0199 | 0195 | 1011
 C201307.17 | 2013/07/23 02:49 | 056 | 036 | 038 | 074 | 0241 | 0030 | 0190 | 0305
 C201307.18 | 2013/07/26 22:49 | 101 | 074 | 064 | 138 | 0459 | 0122 | 0244 | 0722
 C201308.01 | 2013/08/02 14:49 | 088 | 084 | 046 | 130 | 0416 | 0059 | 0337 | 0553
 C201308.02 | 2013/08/06 07:29 | 096 | 024 | 084 | 108 | 0389 | 0060 | 0239 | 0437
 C201308.03 | 2013/08/06 13:29 | 133 | 014 | 126 | 140 | 0688 | 0090 | 0536 | 0769
 C201308.04 | 2013/08/08 00:09 | 093 | 074 | 056 | 130 | 0451 | 0063 | 0343 | 0600
 C201308.05 | 2013/08/09 02:09 | 094 | 068 | 060 | 128 | 0292 | 0026 | 0244 | 0347
 C201308.06 | 2013/08/10 14:09 | 101 | 070 | 066 | 136 | 0391 | 0043 | 0276 | 0472
 C201308.07 | 2013/08/10 18:49 | 100 | 012 | 094 | 106 | 0228 | 0004 | 0225 | 0236
 C201308.08 | 2013/08/12 22:09 | 122 | 032 | 106 | 138 | 0225 | 0017 | 0195 | 0260
 C201308.09 | 2013/08/13 23:29 | 120 | 036 | 102 | 138 | 0372 | 0019 | 0324 | 0407
 C201308.11 | 2013/08/15 05:29 | 093 | 034 | 076 | 110 | 0360 | 0028 | 0305 | 0416
 C201308.10 | 2013/08/15 06:09 | 108 | 056 | 080 | 136 | 0376 | 0032 | 0313 | 0407
 C201308.12 | 2013/08/16 21:29 | 104 | 048 | 080 | 128 | 0376 | 0062 | 0268 | 0491
 C201308.13 | 2013/08/17 19:29 | 094 | 092 | 048 | 140 | 1073 | 0256 | 0562 | 1416
 C201308.14 | 2013/08/20 02:49 | 081 | 118 | 022 | 140 | 0694 | 0093 | 0466 | 0957
 C201308.15 | 2013/08/20 11:29 | 101 | 078 | 062 | 140 | 0643 | 0057 | 0536 | 0737
